product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
"ZoomX Vaporfly Next% (White, EU 38)",Shoes,250,437,421,Nike,9.2,337,11/25/2020,white,105250
"QN85A Neo QLED (75"", White frame)",TVs,2499,420,792,Samsung,8.7,654,10/29/2021,white,1979208
"MatePad Pro (64GB, Orange)",Tablets,499,207,609,Huawei,8,493,12/11/2021,orange,303891
"Galaxy Z Flip (128GB, Green)",Smartphones,999.99,0,75,Samsung,8.5,58,1/16/2023,green,74999.25
Sculpt Ergonomic Keyboard (Black),Keyboards,60,0,602,Microsoft,8.75,491,12/1/2025,black,36120
"Bravia A80J (50"", Green frame)",TVs,1399,423,847,Sony,,681,12/12/2023,green,1184953
Soup Maker (Blue),Kitchen,120,100,233,Philips,8.75,185,1/23/2020,blue,27960
Galaxy Watch 4 Classic (Red),Watches,249,0,169,Samsung,8.7,141,11/17/2024,red,42081
"Galaxy S9 (1TB, Black)",Smartphones,999,,415,Samsung,8.5,345,7/7/2024,black,414585
G-Shock GA700 (Blue),Watches,99,282,44,Casio,8.5,32,7/7/2021,blue,4356
Panini Duo (Gray),Kitchen,89.99,49,197,Breville,8.75,154,1/28/2020,gray,17728.03
Sensei 310 (Brown),Mice,49.99,349,396,SteelSeries,9.1,315,6/11/2022,brown,19796.04
"Bravia X80J (50"", Gray frame)",TVs,700,0,473,Sony,,386,5/18/2021,gray,331100
"Nova 9 (256GB, Orange)",Smartphones,450,0,115,Huawei,8.2,97,8/30/2022,orange,51750
K100 RGB (Red),Keyboards,229.99,246,938,Corsair,9.15,747,12/12/2020,red,215730.62
"MacBook Air M1 (2020) (512GB, Yellow)",Laptops,1199,152,11,Apple,8.75,9,10/26/2024,yellow,13189
Lack Coffee Table (Blue),Furniture,49.99,0,235,IKEA,8.25,182,4/25/2024,blue,11747.65
Monopoly Board Game (Gray),Toys,20,243,954,Hasbro,8.5,750,5/18/2022,gray,19080
"6-Series R648 (8K) (75"", Green frame)",TVs,2999,0,734,TCL,8.75,588,7/24/2023,green,2201266
Gear Fit2 Pro (White),Watches,120,246,811,Samsung,8.5,641,4/2/2024,white,97320
Pathfinder PAG240 (Purple),Watches,250,97,759,Casio,8.75,592,11/15/2023,purple,189750
"Slim Fit Suit Pants (Red, XL)",Clothing,49.99,384,667,H&M,8.3,514,10/22/2021,red,33343.33
"Zoom Freak 3 (Red, EU 38)",Shoes,120,10,227,Nike,8.75,184,8/1/2024,red,27240
Magic Trackpad (Late 2022) (Red),Mice,149,195,222,Apple,8.75,175,10/29/2021,red,33078
Apex M750 (Black),Keyboards,139.99,0,450,SteelSeries,8.7,361,1/27/2021,black,62995.5
"Suede Classic (Brown, EU 46)",Shoes,70,0,843,Puma,8.25,669,3/1/2020,brown,59010
"Crewneck Sweatshirt (White, M)",Clothing,24.99,0,142,H&M,8.4,116,2/15/2022,white,3548.58
"HeatGear Compression Shirt (Purple, M)",Clothing,30,141,782,Under Armour,9.2,627,6/25/2025,purple,23460
"QuietComfort 45 (Wired, Green)",Headphones,329,0,766,Bose,8.75,614,9/12/2021,red,252014
"Suede Classic (Green, EU 44)",Shoes,70,0,492,Puma,8.75,385,12/8/2022,green,34440
Avance Collection Indoor Grill (Brown),Kitchen,250,365,520,Philips,8.5,420,7/4/2025,brown,130000
N64 (Green),Gaming Consoles,120,0,728,Nintendo,8.75,588,5/8/2020,green,87360
"75PML9506 (43"", Brown frame)",TVs,1200,0,373,Philips,,310,6/23/2020,brown,447600
"Noise Cancelling Headphones 700 (Wireless, Blue)",Headphones,379,,151,Bose,,119,5/4/2022,blue,57229
Pro Type Ultra (Yellow),Keyboards,159.99,370,605,Razer,9.25,485,12/6/2025,yellow,96793.95
Kallax Shelving Unit (Black),Furniture,89.99,0,965,IKEA,8.75,766,3/18/2023,black,86840.35
"Galaxy Tab S8 Ultra (512GB, White)",Tablets,1199.99,0,192,Samsung,9.25,147,10/2/2024,white,230398.08
"Galaxy Tab S8 (1TB, Gray)",Tablets,1179.99,197,506,Samsung,8.7,407,10/21/2023,gray,597074.94
DeathAdder V2 (Gray),Mice,69.99,497,463,Razer,8.75,383,5/5/2024,gray,32405.37
"Powerbeats Pro (Wireless, Red)",Headphones,199.95,14,542,Apple,8.5,440,3/20/2020,red,108372.9
"Superstar (Red, EU 39)",Shoes,85,95,419,Adidas,,334,4/19/2025,red,35615
Panini Duo (Red),Kitchen,49.99,268,784,Breville,8.75,613,2/4/2023,red,39192.16
Clue (Red),Toys,20,248,129,Hasbro,8.75,100,3/16/2023,red,2580
G Pro Wireless (Green),Mice,129.99,389,31,Logitech,8.75,23,12/14/2025,green,4029.69
XEGS (Gray),Gaming Consoles,150,141,57,Atari,7.5,45,10/27/2022,gray,8550
Watch Ultra (Gray),Watches,799,304,895,Apple,9.2,685,2/27/2022,gray,715105
Watch Series 8 (Brown),Watches,399,,393,Apple,8.75,315,3/7/2025,brown,156807
"UHD UN7300 (65"", Brown frame)",TVs,649,249,889,LG,8.5,706,1/16/2021,brown,576961
5-Speed Classic Blender (Black),Kitchen,99.99,433,308,KitchenAid,,244,10/20/2021,black,30796.92
NES (Green),Gaming Consoles,150,142,443,Nintendo,8.5,366,11/27/2021,green,66450
"Galaxy S21 (128GB, Yellow)",Smartphones,649.99,329,620,Samsung,8.7,492,10/16/2022,yellow,402993.8
"Pump Omni Lite (Gray, EU 38)",Shoes,150,219,288,Reebok,,235,1/9/2021,gray,43200
Strandmon Wing Chair (Black),Furniture,279,269,491,IKEA,8.5,394,8/17/2024,black,136989
Apex 100 (Gray),Keyboards,39.99,210,545,SteelSeries,8.5,424,6/22/2021,gray,21794.55
"iPhone 7 (512GB, Green)",Smartphones,299,64,787,Apple,7.5,639,7/6/2023,green,235313
"MDR-7506 (Wireless, Black)",Headphones,150,168,535,Sony,8.75,437,9/29/2020,black,80250
"Galaxy Tab A8 (64GB, Red)",Tablets,230,236,298,Samsung,8.2,231,6/14/2025,red,68540
Wii (White),Gaming Consoles,89.99,0,881,Nintendo,8.75,682,2/7/2022,white,79281.19
Nomad (Gray),Gaming Consoles,200,314,494,Sega,7.5,410,8/13/2020,gray,98800
"Sportswear Club Fleece Joggers (Black, L)",Clothing,55,202,231,Nike,8.75,179,4/6/2020,black,12705
Venu 2 (Red),Watches,399.99,498,873,Garmin,8.75,695,2/9/2022,red,349191.27
"React Infinity Run (Orange, EU 44)",Shoes,160,281,165,Nike,8.75,121,10/17/2021,orange,26400
"iPhone 14 (64GB, Purple)",Smartphones,799,,811,Apple,8.75,657,8/30/2023,purple,647989
Fenix 6 (White),Watches,499.99,100,437,Garmin,8.75,347,3/27/2021,white,218495.63
"Sleepbuds II (Wired, Orange)",Headphones,249,327,814,Bose,8.5,658,1/25/2020,red,202686
"Ignite Limitless (Yellow, EU 46)",Shoes,100,489,290,Puma,8.5,235,4/12/2023,yellow,29000
Hot Wok Pro (Yellow),Kitchen,129.99,240,926,Breville,8.75,757,12/16/2020,yellow,120370.74
"Dunk Low (Orange, EU 39)",Shoes,110,33,670,Nike,8.75,540,3/21/2024,orange,73700
"Ribcage Straight Ankle (Black, XXL)",Clothing,108,0,5,Levi's,8.75,4,7/11/2025,black,540
Venu 2 (Purple),Watches,399.99,0,953,Garmin,8.5,762,2/14/2023,purple,381190.47
"Latitude 7400 (512GB, Orange)",Laptops,1299,246,507,Dell,8.5,420,5/12/2020,orange,658593
"Air Zoom Pegasus 38 (Gray, EU 39)",Shoes,120,214,881,Nike,8.75,718,2/23/2022,gray,105720
Watch Series 7 (Yellow),Watches,399,64,829,Apple,8.75,642,8/12/2021,yellow,330771
"FC Barcelona Home Jersey (Gray, L)",Clothing,90,382,379,Nike,8.75,302,6/1/2024,gray,34110
"Galaxy Tab S8 (128GB, Brown)",Tablets,699,0,603,Samsung,8.75,488,12/29/2025,brown,421497
"Galaxy S8 (1TB, Brown)",Smartphones,1100,0,212,Samsung,9.25,169,7/15/2020,brown,233200
"OLED G1 (55"", Black frame)",TVs,1699,0,680,LG,9.2,527,6/7/2022,black,1155320
Strandmon Wing Chair (White),Furniture,349,312,666,IKEA,8.75,529,5/22/2023,white,232434
Foodi Grill (Blue),Kitchen,199.99,487,998,Ninja,9,819,9/11/2021,blue,199590.02
Viper Mini (Green),Mice,39.99,0,360,Razer,8.75,284,5/12/2024,green,14396.4
"Galaxy Z Flip (1TB, Brown)",Smartphones,1699,117,880,Samsung,8.75,698,8/16/2020,brown,1495120
"Own the Run Tee (Yellow, XL)",Clothing,30,0,601,Adidas,8.75,471,9/19/2022,yellow,18030
Rock-a-Stack (Red),Toys,9.99,0,896,Fisher-Price,9.2,717,4/16/2024,red,8951.04
"Windrunner Jacket (Brown, XS)",Clothing,120,356,354,Nike,8.5,293,9/22/2025,brown,42480
Inspire HR (Black),Watches,99.95,328,742,Fitbit,8.5,592,10/21/2023,black,74162.9
Magic Mouse (Orange),Mice,79,250,985,Apple,8.5,791,2/24/2024,orange,77815
"MatePad T10 (64GB, Red)",Tablets,180,110,702,Huawei,7.85,537,5/30/2024,red,126360
"Yoga 9i (128GB, Brown)",Laptops,1199,434,54,Lenovo,8.95,41,12/11/2025,brown,64746
"ZenBook Duo 14 (64GB, Green)",Laptops,1500,286,954,Asus,8.5,774,6/26/2024,green,1431000
Jenga (Green),Toys,14.99,13,210,Hasbro,8.75,158,4/15/2023,green,3147.9
"RC Elite (Red, EU 42)",Shoes,225,257,567,New Balance,8.75,456,5/11/2025,red,127575
Lancehead TE (Purple),Mice,80,0,980,Razer,8.75,775,10/26/2024,purple,78400
Food Processor KFP1466 (Brown),Kitchen,299.99,0,686,KitchenAid,9.15,545,2/7/2021,brown,205793.14
Xbox 360 Elite (Yellow),Gaming Consoles,150,0,503,Microsoft,7.5,403,9/8/2024,yellow,75450
Pathfinder PAG240 (Blue),Watches,250,0,796,Casio,8.75,638,8/30/2024,blue,199000
"3-Stripes Track Jacket (White, XL)",Clothing,65,0,421,Adidas,8.75,343,8/27/2020,white,27365
Air Fryer XXL (Gray),Kitchen,249.99,307,365,Philips,8.75,295,7/1/2025,gray,91246.35
Viper Ultimate (Black),Mice,149.99,151,56,Razer,9.25,44,5/3/2020,black,8399.44
"Bravia X85J (75"", Blue frame)",TVs,1699,265,871,Sony,8.75,691,11/22/2025,blue,1479829
Duo Nova (Red),Kitchen,99.95,131,52,Instant Pot,8.75,48,7/27/2022,red,5197.4
"Yoga Slim 7 (1TB, Blue)",Laptops,1299,0,216,Lenovo,8.75,172,6/26/2025,blue,280584
"Surface Go 3 (64GB, Brown)",Tablets,399.99,0,735,Microsoft,7.8,579,11/23/2020,brown,293992.65
Scrabble (Black),Toys,19.99,0,463,Mattel,8.75,358,12/14/2023,black,9255.37
G810 Orion Spectrum (Brown),Keyboards,159.99,0,967,Logitech,8.75,777,11/12/2024,brown,154710.33
Duo Evo Plus (Gray),Kitchen,129.99,,645,Instant Pot,8.7,521,3/24/2024,gray,83843.55
"iPhone 13 (512GB, Gray)",Smartphones,1099,333,43,Apple,9.52,34,2/25/2022,gray,47257
Flashback Portable (Blue),Gaming Consoles,39.99,0,19,Atari,8.25,12,7/9/2022,blue,759.81
"IdeaPad Duet Chromebook (256GB, Green)",Tablets,299,428,955,Lenovo,8.5,741,5/18/2021,green,285545
BlackWidow Elite (Green),Keyboards,129.99,211,421,Razer,8.7,332,10/14/2021,green,54725.79
"6T (64GB, Purple)",Smartphones,299,0,778,OnePlus,8.5,627,2/21/2025,purple,232622
Sculpt Ergonomic Keyboard (White),Keyboards,90,64,769,Microsoft,,618,9/27/2025,white,69210
"Real Madrid Home Jersey (Yellow, XS)",Clothing,90,130,504,Adidas,8.5,413,10/13/2025,yellow,45360
"MatePad 11 (1TB, Green)",Tablets,899,311,971,Huawei,8.5,768,10/9/2020,green,872929
"Cali (White, EU 40)",Shoes,80,149,991,Puma,8.5,794,6/9/2022,white,79280
Bluetooth Mouse (Orange),Mice,29.99,487,386,Microsoft,8.5,309,5/23/2022,blue,11576.14
"Bravia Z9F (50"", Black frame)",TVs,1599,0,992,Sony,8.75,817,2/13/2025,black,1586208
"65OLED936 (65"", White frame)",TVs,2800,166,914,Philips,8.5,711,7/26/2022,white,2559200
Kinetic Sand (Gray),Toys,14.99,0,527,Spin Master,8.75,420,8/21/2020,gray,7899.73
Nerf Elite 2.0 (Brown),Toys,24.99,244,602,Hasbro,8.5,480,5/27/2021,brown,15043.98
"iPad Air (2020) (512GB, Purple)",Tablets,749,368,948,Apple,8.75,785,9/2/2023,purple,710052
Naga Trinity (White),Mice,99.99,211,790,Razer,8.75,628,7/11/2024,white,78992.1
Masters of the Universe He-Man (Green),Toys,34.99,99,215,Mattel,9.2,185,2/26/2020,green,7522.85
Pro Mouse (Brown),Mice,79,138,187,Apple,8.75,157,8/9/2024,brown,14773
K60 RGB Pro (Purple),Keyboards,90,177,260,Corsair,8.75,201,4/23/2023,purple,23400
"Poco F3 (256GB, Black)",Smartphones,299,107,754,Xiaomi,8.75,585,7/14/2020,black,225446
Charge 5 (Brown),Watches,129.95,0,704,Fitbit,8.65,556,1/9/2022,brown,91484.8
"Basic Hoodie (White, M)",Clothing,25,440,225,H&M,7.8,170,5/14/2023,white,5625
"IdeaPad Flex 5 (1TB, Gray)",Laptops,800,0,123,Lenovo,8.75,103,2/9/2020,gray,98400
"65S535 (75"", Blue frame)",TVs,1299,473,783,TCL,8.5,630,11/28/2023,blue,1017117
"Curry Basketball Jersey (Red, XXL)",Clothing,120,0,824,Under Armour,8.75,633,1/8/2023,red,98880
"75PML9506 (55"", Purple frame)",TVs,1300,0,408,Philips,8.4,326,6/1/2023,purple,530400
"VivoBook 15 X512 (1TB, Orange)",Laptops,650,0,762,Asus,8.3,601,4/12/2024,orange,495300
Apex 350 (Orange),Keyboards,99.99,0,159,SteelSeries,8.25,130,10/3/2020,orange,15898.41
Prime Wireless (Orange),Mice,129.99,0,764,SteelSeries,8.75,619,9/6/2025,orange,99312.36
"Workout Plus (Yellow, EU 40)",Shoes,75,0,849,Reebok,8.3,654,10/22/2025,yellow,63675
"LinkBuds S (Wireless, Yellow)",Headphones,199.99,137,449,Sony,8.75,358,4/7/2022,yellow,89795.51
"Essentials Hoodie (Green, M)",Clothing,70,0,323,Adidas,8.5,258,9/17/2025,green,22610
"Ribcage Straight Ankle (Red, XL)",Clothing,98,136,930,Levi's,8.75,732,6/21/2022,red,91140
"VivoBook S15 (256GB, Orange)",Laptops,750,0,406,Asus,8.2,322,3/9/2022,orange,304500
"FC Barcelona Home Jersey (Orange, M)",Clothing,90,0,999,Nike,8.75,794,4/30/2025,orange,89910
"MediaPad M5 (64GB, Black)",Tablets,349.99,255,337,Huawei,8.25,276,10/14/2025,black,117946.63
Watch Series 6 (Orange),Watches,399,158,917,Apple,8.75,741,12/18/2023,orange,365883
"ThinkPad X1 Yoga (4th Gen) (256GB, White)",Laptops,1200,0,172,Lenovo,8.5,141,11/2/2025,white,206400
"Yoga Tab 13 (256GB, Gray)",Tablets,679,0,765,Lenovo,8.3,616,6/3/2020,gray,519435
"QLED Q80A (65"", Black frame)",TVs,1199,114,847,Samsung,8.7,682,1/17/2025,black,1015553
Switch (Black),Gaming Consoles,299.99,420,561,Nintendo,9.2,434,11/21/2022,black,168294.39
Foodi Grill (Blue),Kitchen,199.99,487,998,Ninja,9,801,9/11/2021,blue,199590.02
"Urbanite XL (Wired, Purple)",Headphones,149,311,671,Sennheiser,,517,12/3/2020,red,99979
Apex M800 (Yellow),Keyboards,199.99,151,736,SteelSeries,8.75,590,1/9/2024,yellow,147192.64
"Ignite (Orange, EU 46)",Shoes,120,67,478,Puma,,379,4/25/2022,orange,57360
"AirPods Pro (2nd generation) (Wired, Gray)",Headphones,249,0,425,Apple,9.4,347,10/13/2024,red,105825
Watch Ultra (Black),Watches,799,0,2,Apple,9.2,2,8/30/2021,black,1598
Darcy Sofa (Brown),Furniture,499.99,202,992,Ashley Furniture,8.45,807,12/18/2023,brown,495990.08
"Alphabounce (Yellow, EU 40)",Shoes,120,375,578,Adidas,8.5,457,7/3/2021,yellow,69360
"Linen Blend Shirt (Red, L)",Clothing,35,0,20,H&M,8.25,12,5/2/2025,red,700
Xbox One (Gray),Gaming Consoles,299,439,931,Microsoft,8.5,755,1/22/2023,gray,278369
UNO Card Game (Brown),Toys,7.99,28,150,Mattel,,121,3/13/2023,brown,1198.5
Luxe (White),Watches,129.95,329,872,Fitbit,8.75,691,9/17/2020,white,113316.4
Aeron Chair (Black),Furniture,1695,459,1,Herman Miller,9.5,0,10/17/2023,black,1695
Havalance Coffee Table (Red),Furniture,350,31,708,Ashley Furniture,8.5,565,6/1/2021,red,247800
2-Slice Toaster (Purple),Kitchen,59.99,5,900,KitchenAid,8.75,736,1/30/2024,purple,53991
Fenix 6 (Blue),Watches,399.99,0,123,Garmin,8.75,95,10/28/2024,blue,49198.77
2600 (White),Gaming Consoles,229.99,0,226,Atari,8.5,176,9/5/2020,white,51977.74
"QLED Q80A (43"", Brown frame)",TVs,799,138,371,Samsung,8.75,308,1/11/2025,brown,296429
"Gazelle (Brown, EU 39)",Shoes,100,192,325,Adidas,8.5,256,7/14/2023,brown,32500
G-Shock GA700 (Green),Watches,99,0,530,Casio,8.75,425,10/17/2023,green,52470
Watch Series 1 (Purple),Watches,199,314,511,Apple,7.8,393,1/26/2024,purple,101689
"iPad mini (2021) (256GB, Black)",Tablets,599,0,789,Apple,8.75,629,3/6/2025,black,472611
Genesis Mini (Gray),Gaming Consoles,79.99,0,566,Sega,9,450,12/26/2022,gray,45274.34
K65 RGB Mini (Blue),Keyboards,109.99,99,973,Corsair,8.75,785,1/4/2023,blue,107020.27
"ZenBook Duo 14 (1TB, Red)",Laptops,1499,66,315,Asus,,257,12/29/2020,red,472185
Classic Brick Set (10717) (Gray),Toys,45,0,413,LEGO,9.2,327,4/7/2020,gray,18585
M720 Triathlon (Black),Mice,49.99,181,225,Logitech,8.75,184,11/4/2024,black,11247.75
Strafe RGB MK.2 (Green),Keyboards,159.99,237,907,Corsair,8.75,731,7/30/2021,green,145110.93
"TUF Gaming A15 (128GB, Green)",Laptops,950,0,654,Asus,8.5,531,6/3/2021,green,621300
"G3 15 (256GB, Yellow)",Laptops,999,135,117,Dell,8.2,95,1/6/2022,yellow,116883
"Tab M10 FHD Plus (128GB, Gray)",Tablets,230,0,112,Lenovo,8.2,88,10/3/2023,gray,25760
Apex 7 (Purple),Keyboards,129.99,494,853,SteelSeries,9.2,686,6/17/2023,purple,110881.47
G213 Prodigy (Green),Keyboards,49.99,0,961,Logitech,8.5,750,12/19/2024,green,48040.39
"55PUS7956/12 (43"", Purple frame)",TVs,350,0,584,Philips,7.8,475,8/2/2022,purple,204400
"Noise Cancelling Headphones 700 (Wired, Brown)",Headphones,379,358,799,Bose,9.2,654,6/19/2020,red,302821
The Bambino Plus (Orange),Kitchen,499.95,410,107,Breville,8.75,84,9/27/2023,orange,53494.65
"Poco F3 (512GB, White)",Smartphones,400,191,919,Xiaomi,8.35,745,6/20/2022,white,367600
"Spectre x360 15 (128GB, Blue)",Laptops,1200,327,106,HP,8.7,81,9/28/2025,blue,127200
Sensei Ten (Black),Mice,69.99,219,835,SteelSeries,9.2,660,2/3/2022,black,58441.65
Sculpt Comfort Mouse (Orange),Mice,39.99,0,953,Microsoft,,758,6/24/2021,orange,38110.47
"11T (128GB, Yellow)",Smartphones,299,164,967,Xiaomi,8.45,773,8/18/2022,yellow,289133
"iPad Air (2022) (256GB, Blue)",Tablets,749,28,672,Apple,8.5,521,3/23/2023,blue,503328
"9 (64GB, White)",Smartphones,399,0,717,OnePlus,8.75,554,5/11/2020,white,286083
Wireless Mobile Mouse 4000 (Yellow),Mice,29.99,416,24,Microsoft,,18,2/17/2022,yellow,719.76
"XPS 13 (9360) (1TB, Purple)",Laptops,1200,290,895,Dell,8.7,694,9/4/2024,purple,1074000
"Powerbeats Pro (Wireless, Purple)",Headphones,199.95,174,456,Apple,9.2,364,11/23/2023,purple,91177.2
Foodi Smoothie Bowl Maker (Yellow),Kitchen,129.99,234,89,Ninja,8.65,68,12/8/2022,yellow,11569.11
"Stan Smith (Red, EU 46)",Shoes,100,331,785,Adidas,8.75,616,8/8/2024,red,78500
"HD 800S (Wireless, Green)",Headphones,1699,0,291,Sennheiser,9.45,239,11/4/2021,green,494409
"Curry Basketball Jersey (Black, M)",Clothing,80,191,895,Under Armour,8.75,686,12/31/2023,black,71600
13-Cup Food Processor KFP1333 (Green),Kitchen,199.99,0,898,KitchenAid,8.75,728,10/7/2024,green,179591.02
"Pleated Skirt (Yellow, XXL)",Clothing,29.99,0,73,H&M,8.4,57,9/23/2020,yellow,2189.27
"ThinkBook 15 (128GB, White)",Laptops,649,0,881,Lenovo,7.8,700,8/8/2021,white,571769
Creator Expert Taj Mahal (10256) (Orange),Toys,369.99,440,463,LEGO,9.2,366,12/8/2023,orange,171305.37
Switch Lite (Yellow),Gaming Consoles,199.99,489,816,Nintendo,8.75,672,1/20/2024,yellow,163191.84
Ebern Designs Convertible Sofa (Red),Furniture,399.99,0,732,Wayfair,7.85,577,10/31/2025,red,292792.68
All-in-One Media Keyboard (Orange),Keyboards,39.99,0,410,Microsoft,8.75,322,3/6/2023,orange,16395.9
"Yoga 9i (512GB, White)",Laptops,1400,480,259,Lenovo,8.75,206,11/13/2022,white,362600
Dreamcast (Black),Gaming Consoles,150,181,701,Sega,8.5,583,2/22/2020,black,105150
ST (Gray),Gaming Consoles,60,0,202,Atari,7.5,165,12/16/2021,gray,12120
Poäng Armchair (Purple),Furniture,79,313,241,IKEA,8.75,187,4/8/2025,purple,19039
"Air Max 90 (Red, EU 39)",Shoes,130,381,611,Nike,8.7,488,12/27/2024,red,79430
"iPad (2017) (256GB, Orange)",Tablets,649,490,202,Apple,8.5,160,9/22/2021,orange,131098
13-Cup Food Processor KFP1333 (Gray),Kitchen,199.99,282,40,KitchenAid,8.75,36,6/8/2025,gray,7999.6
"65OLED936 (43"", Yellow frame)",TVs,1200,405,269,Philips,8.75,203,5/21/2021,yellow,322800
"55OLED806 (65"", Brown frame)",TVs,1800,,4,Philips,8.75,3,8/14/2020,brown,7200
"XPS 17 (9700) (256GB, Red)",Laptops,1800,451,57,Dell,8.5,41,6/7/2025,red,102600
Watch Series 4 (Brown),Watches,299,379,365,Apple,8.75,293,9/22/2020,brown,109135
"ThinkPad X1 Carbon (7th Gen) (64GB, Black)",Laptops,2000,0,269,Lenovo,8.5,208,11/7/2025,black,538000
"Mate 40 (64GB, Brown)",Smartphones,499,0,411,Huawei,8.2,338,5/25/2022,brown,205089
"501 Original Jeans (White, S)",Clothing,69.99,0,582,Levi's,8.25,459,12/25/2021,white,40734.18
"P30 (1TB, Green)",Smartphones,699,183,422,Huawei,8.5,367,2/22/2025,green,294978
Artisan Stand Mixer (Green),Kitchen,399.99,0,754,KitchenAid,9.5,606,11/18/2025,green,301592.46
Magic Trackpad 2 (Green),Mice,129,343,270,Apple,9,213,8/11/2020,green,34830
Galaxy Watch 3 (Red),Watches,250,101,710,Samsung,8.5,566,4/21/2024,red,177500
"Bravia X90J (43"", Purple frame)",TVs,899,121,29,Sony,8.75,24,9/2/2020,purple,26071
Pax Wardrobe (Purple),Furniture,300,0,331,IKEA,8.5,263,10/18/2021,purple,99300
"QLED Q70A (43"", Orange frame)",TVs,699,0,313,Samsung,8.5,238,1/2/2022,orange,218787
The Grind Control (Brown),Kitchen,299.95,0,554,Breville,8.75,449,11/6/2023,brown,166172.3
"Redmi Note 11 (1TB, Brown)",Smartphones,350,88,277,Xiaomi,8.5,220,1/25/2020,red,96950
Galaxy Watch (Green),Watches,249.99,230,664,Samsung,8.7,532,8/30/2024,green,165993.36
"574 (Blue, EU 38)",Shoes,85,251,653,New Balance,8.5,519,5/1/2020,blue,55505
"iPhone XR (128GB, Brown)",Smartphones,499,332,139,Apple,8.5,113,9/26/2024,brown,69361
"Bravia A90J (43"", Red frame)",TVs,1299,431,252,Sony,8.75,198,9/23/2022,red,327348
Mega Drive Mini (Orange),Gaming Consoles,79.99,44,343,Sega,8.75,270,7/7/2020,orange,27436.57
Foodi Grill (Black),Kitchen,229.99,174,177,Ninja,9.2,145,5/23/2024,black,40708.23
Mamba Elite (Green),Mice,89.99,0,801,Razer,,655,1/8/2022,green,72081.99
"Redmi Note 10 (64GB, Yellow)",Smartphones,180,0,94,Xiaomi,8.6,75,4/12/2022,red,16920
"Galaxy Tab S7 (128GB, Yellow)",Tablets,499,,,Samsung,8.75,,10/12/2020,yellow,
"Bravia X90J (65"", Orange frame)",TVs,1499,448,592,Sony,,473,1/16/2022,orange,887408
Monster Jam RC (Blue),Toys,39.99,488,76,Spin Master,8.5,56,12/6/2020,blue,3039.24
Bluetooth Mouse (Green),Mice,29.99,453,889,Microsoft,8.5,710,4/9/2020,blue,26661.11
Beginnings TV Stand (White),Furniture,150,229,188,Sauder,8.25,146,4/24/2023,white,28200
Aerox 3 Wireless (Black),Mice,99.99,0,40,SteelSeries,8.75,37,12/4/2022,black,3999.6
Daily Collection Kettle (Purple),Kitchen,30,0,593,Philips,8.5,463,12/21/2025,purple,17790
"Armour Fleece Pants (Orange, M)",Clothing,45,148,629,Under Armour,8.65,479,1/8/2020,orange,28305
PlayStation 5 (Black),Gaming Consoles,499.99,417,617,Sony,9.3,487,4/26/2020,black,308493.83
Wii (Orange),Gaming Consoles,150,0,216,Nintendo,8.75,184,2/21/2022,orange,32400
"Windrunner Jacket (Green, L)",Clothing,120,0,820,Nike,8.75,666,12/12/2021,green,98400
"ROG Zephyrus G14 (64GB, Orange)",Laptops,2499,,857,Asus,8.75,668,7/17/2025,orange,2141643
Billy Bookcase (Purple),Furniture,89,0,982,IKEA,8.45,778,11/27/2021,purple,87398
"Vanish Woven Pants (Red, XS)",Clothing,60,314,714,Under Armour,8.35,564,1/24/2022,red,42840
"Legion 5 (128GB, White)",Laptops,950,345,620,Lenovo,8.75,508,1/15/2024,white,589000
Instinct (Gray),Watches,299,0,846,Garmin,8.75,679,5/11/2024,gray,252954
"Galaxy Note20 (512GB, Yellow)",Smartphones,999,38,117,Samsung,8.75,91,12/18/2024,yellow,116883
"CrossFit Nano 9 (Brown, EU 39)",Shoes,130,0,662,Reebok,,553,5/19/2023,brown,86060
"7 Pro (256GB, Purple)",Smartphones,599,390,294,OnePlus,8.5,231,11/20/2022,purple,176106
"Redmi Note 11 (1TB, Gray)",Smartphones,400,54,394,Xiaomi,8.25,332,10/21/2021,red,157600
Creator Expert Taj Mahal (10256) (White),Toys,369.99,0,796,LEGO,9.25,651,11/2/2021,white,294512.04
Rival 3 (Yellow),Mice,29.99,0,47,SteelSeries,8.75,42,12/16/2024,yellow,1409.53
Naga Trinity (Brown),Mice,99.99,205,534,Razer,8.75,433,9/21/2025,brown,53394.66
Magic Mouse (Blue),Mice,79,0,212,Apple,8.5,171,9/9/2024,blue,16748
"Rival Fleece Hoodie (Gray, M)",Clothing,55,153,581,Under Armour,8.75,455,1/16/2024,gray,31955
Forerunner 945 (Orange),Watches,599.99,0,439,Garmin,8.75,325,9/8/2023,orange,263395.61
Viva Collection Juicer (Orange),Kitchen,99.99,390,903,Philips,8.45,716,8/25/2024,orange,90290.97
"MatePad 11 (128GB, Green)",Tablets,450,498,332,Huawei,8.5,258,7/12/2023,green,149400
"Galaxy Tab S5e (128GB, Black)",Tablets,450,0,516,Samsung,8.5,405,9/18/2021,black,232200
G-Shock Mudmaster (Brown),Watches,350,0,16,Casio,8.75,11,2/23/2021,brown,5600
Magic Trackpad (Late 2022) (Blue),Mice,149,0,480,Apple,8.75,390,11/25/2023,blue,71520
BlackWidow Lite (Purple),Keyboards,89.99,196,591,Razer,8.5,471,10/9/2025,black,53184.09
